count|raw_tweet|processed_tweet
454|i’m finally going to be tapering off my meds this week and i’m so fucking relieved but also terrified cause cymbalta withdraws are the worst thing i’ve ever experienced in my life| finally    tapering   meds  week    fucking relieved   terrified cause cymbalta withdraws   worst  ve  experienced   life
455|Officers said she admitted to taking Suboxone, Cymbalta, Adderall, and smoking a marijuana cigarette earlier in the day. https://t.co/E18p2zOBwX|officers   admitted  taking suboxone cymbalta adderall  smoking  marijuana cigarette earlier   day httpscoepzobwx
456|@KunstJonas Cymbalta to lower my high adrenaline and help control the full body tremors that felt like heart attack, wellbutrin to give me a little energy to combat the intense fatigue and combo of reactine or Zyrtec in the US and ranitidine to manage MCAS and helps me feel less dizzy.|kunstjonas cymbalta  lower   adrenaline  help control   body tremors    heart attack wellbutrin     little energy  combat  intense fatigue  combo  reactine  zyrtec     ranitidine  manage mcas  helps  feel  dizzy
457|@nickelsgb Cymbalta is the brand name of Duloxetine in America.  It is the same drug.|nickelsgb cymbalta   brand name  duloxetine  america      drug
458|@dkstadium I am going to put request in but looking at that group it seems its just Cymbalta or is it any AD?|dkstadium      request   looking        cymbalta     ad
459|@nickelsgb There is some very valuable support and advice here.  Helped me through some of the dark times. It is called Cymbalta in the US.https://t.co/AdwOmNLUwo|nickelsgb     valuable support  advice   helped      dark times   called cymbalta   httpscoadwomnluwo
460|@altAmyKlobuchar Omg Prozac/lexapro were not helpful for me but cymbalta actually has been noticeably helpful|altamyklobuchar omg prozaclexapro   helpful    cymbalta actually   noticeably helpful
461|@CGHaracz I take Cymbalta for my back pain and it is an anti depressant as well.|cgharacz   cymbalta    pain     anti depressant  
462|@Mariah2you @HereComsTrouble @katelcasas @ISignforYou1 @ChronicPainDad @lupier_58 @JeffySeahawk @jd_kenji @rkobe Duoloxetine (Cymbalta generic) Been on it since 2005. Increased 30mg in 2019, but it was too much, so will see if I can do a 10mg increase instead|mariahyou herecomstrouble katelcasas isignforyou chronicpaindad lupier jeffyseahawk jdkenji rkobe duoloxetine cymbalta generic      increased mg                mg increase instead
463|My psychiatrist prescribed me Cymbalta for my chronic nerve pain/anxiety/depression and I'm planning to start it tomorrow but fuck, the amount of absolute horror stories are scaring the shit out of me. I can barely find any "good experience" stories about it 😥| psychiatrist prescribed  cymbalta   chronic nerve painanxietydepression   planning  start  tomorrow  fuck  amount  absolute horror stories  scaring  shit      barely    experience stories   😥
464|RT @Dividivigirl: Anyone having success on Duloxetine (Cymbalta) for #fibromyalgia? Let me hear from you #fibro warriors. #chronicpain #chr…|rt dividivigirl   success  duloxetine cymbalta  fibromyalgia   hear   fibro warriors chronicpain chr…
465|@TheGayChingy let me tell you that was a dangerous movie to watch in 70mm at the Ziegfield right when you're figuring out that Cymbalta actually takes your mania to 11 instead of dialing it down|thegaychingy   tell     dangerous movie  watch  mm   ziegfield   re figuring   cymbalta actually takes  mania   instead  dialing  
466|おはようございます。お疲れ様です。４月27日水曜日今日も無理せずテキトーに頑張りましょう。。まだ水曜日やねん。。。サインバルタ60mg28錠https://t.co/oEH4d6ZwmA くすりエクスプレス商品 - うつ病・不安・不眠・あがり症・精神病|おはようございます。お疲れ様です。月日水曜日今日も無理せずテキトーに頑張りましょう。。まだ水曜日やねん。。。サインバルタmg錠httpscooehdzwma くすりエクスプレス商品  うつ病・不安・不眠・あがり症・精神病
467|Just took my hydrocodone. Ibuprofen. Cymbalta. I will not be awakw|   hydrocodone ibuprofen cymbalta     awakw
468|looking like a cymbalta ad in mollies|looking   cymbalta ad  mollies
469|RT @tatgrl29: So in talking to a few others who have stopped cymbalta and dealt with brain zappys, I am looking at possibly 3 more weeks of…|rt tatgrl   talking       stopped cymbalta  dealt  brain zappys   looking  possibly   weeks …
470|RT @eerie_bxby: i took more cymbalta than i’m supposed to today bc i am TIRED of the anxiety (the last several days have been very bad) and…|rt eeriebxby    cymbalta   supposed   bc   tired   anxiety    days    bad …
471|i took more cymbalta than i’m supposed to today bc i am TIRED of the anxiety (the last several days have been very bad) and now brain is k a l m that’s it i’m becoming a psychiatrist goodbye|   cymbalta   supposed   bc   tired   anxiety    days    bad   brain         becoming  psychiatrist goodbye
472|how is takin like takin cymbalta seroquel trazadone klonopin safer then smokin weed for my anxiety or ptsd|  takin  takin cymbalta seroquel trazadone klonopin safer  smokin weed   anxiety  ptsd
473|@Guy_Wonky I take 30mg Cymbalta daily|guywonky   mg cymbalta daily
474|Like I was on cymbalta for years, two other before that. None of them really did much other than band-aid solutions to circumvent that long-standing coma feeling I just assumed was lifelong depression|    cymbalta       none        bandaid solutions  circumvent  standing coma feeling   assumed  lifelong depression
475|Anyone having success on Duloxetine (Cymbalta) for #fibromyalgia? Let me hear from you #fibro warriors. #chronicpain #chronicillness|  success  duloxetine cymbalta  fibromyalgia   hear   fibro warriors chronicpain chronicillness
476|i take the cymbalta in morn at psych with klonopin i think itll help lil i hope|   cymbalta  morn  psych  klonopin   itll help lil  hope
477|cymbalta helps with anxiety anxious moods tension|cymbalta helps  anxiety anxious moods tension
478|they didnt give me seroquel or klonopin or i took two cymbalta cuz i need it ur system sux i cant ven get my meds doc tells me i need| didnt   seroquel  klonopin     cymbalta cuz    ur system sux  cant ven   meds doc tells   
479|Urgent care said even if they could see me for something like migraines or fibro (as I'm now running out of both cymbalta and topamax) they wouldn't write any prescriptions. 1/|urgent care           migraines  fibro    running    cymbalta  topamax   write  prescriptions 
480|@BigBoobs_Milf @_big_boobs_pussy_licking_old_lesbian_lady_sexy_naked_asian_women_pictures_cymbalta_and_sex_drive|bigboobsmilf bigboobspussylickingoldlesbianladysexynakedasianwomenpicturescymbaltaandsexdrive
481|@dearest_monster Been wanting to try this (on Gilenya). BUT, the thought of needing to contact my ins co, schedule an appt with my neuro, conduct a lit search on pubmed, &amp; convince her to switch me if my findings warrant it exhausts me. She wouldn’t even prescribe Cymbalta 😥#venting #mssucks|dearestmonster    try   gilenya       contact  ins co schedule  appt   neuro conduct  lit search  pubmed amp convince   switch    findings warrant  exhausts   wouldn  prescribe cymbalta 😥venting mssucks
482|@JPohlmanWriting It is. And they were supposed to inform me when they put her on Cymbalta. They didn't.|jpohlmanwriting      supposed  inform       cymbalta  
483|I told Mom they were drugging her up at the nursing home. A nurse just called and said they were discontinuing her Cymbalta. It interacts with her Tramadol. I asked why she's on Cymbalta when she's already on Venlafaxine (Effexor)?"Uh...."You have to watch them all the time.| told mom   drugging     nursing home  nurse  called     discontinuing  cymbalta  interacts   tramadol      cymbalta     venlafaxine effexoruh   watch    time
484|So in talking to a few others who have stopped cymbalta and dealt with brain zappys, I am looking at possibly 3 more weeks of this fun. Plus hormone surges, not menopause sadly, my pain has more than doubled, and all the work issues that have piled on me all at one time.|  talking       stopped cymbalta  dealt  brain zappys   looking  possibly   weeks   fun plus hormone surges  menopause sadly  pain    doubled     issues   piled      time
485|Seriously do not ever take cymbalta this shit has one of the worst withdraws to the point u get terrified of being without it even for only a day and keep taking it just so u don’t feel the withdraw symptoms again|seriously     cymbalta  shit     worst withdraws      terrified         day   taking     don feel  withdraw symptoms 
486|@spookycurious If they aren’t gone by week 5, consider switching. When i tried cymbalta the side effects were brutal and didn’t go away|spookycurious   aren gone  week  consider switching   tried cymbalta   effects  brutal  didn  
487|anyone on cymbalta know why my chest is hurting so bad|  cymbalta    chest  hurting  bad
488|@SALTNOX My anxiety is caused primarily by poorly controlled ADHD. I combat it with magnesium l-threonate, Cymbalta, and just getting some stuff accomplished. Whatever I can manage. It helps me. I hope you'll find what helps you.|saltnox  anxiety  caused primarily  poorly controlled adhd  combat   magnesium threonate cymbalta   getting  stuff accomplished whatever   manage  helps   hope    helps 
489|You may know what these tablets are or know a loved one who takes them, if you don't I will fill you  in. Sertraline- ZoloftVenlafaxine- EffexorCitalopram- CelexaMirtazapine-RemeronFluoxetine- ProzacDuloxetine- CymbaltaSeroquel- QuetiapineLamictal- Lamotrigine|     tablets     loved   takes       fill    sertraline zoloftvenlafaxine effexorcitalopram celexamirtazapineremeronfluoxetine prozacduloxetine cymbaltaseroquel quetiapinelamictal lamotrigine
490|@bassbridge_von I'm a decade past trying meds, was their guinea pig for 20 yrs. I dropped that crap back when Cymbalta made me vomit daily for 2 weeks. Made chronic pain worse &amp; bedbound for 2 weeks. Holistic &amp; management of illnesses are best for me.|bassbridgevon   decade past trying meds   guinea pig   yrs  dropped  crap   cymbalta   vomit daily   weeks  chronic pain worse amp bedbound   weeks holistic amp management  illnesses    
491|@thinangelss used to take lexapro now on cymbalta https://t.co/0Wb8YlajFz|thinangelss    lexapro   cymbalta httpscowbylajfz
492|I’m really missing my Cymbalta and clonazepam, or was it Effexor|  missing  cymbalta  clonazepam    effexor
493|@losfamgeles Not exactly the same, but when I was college, I would get so anxious in certain situations that my throat would actually close up, and I genuinely could not get any words out. Sometimes I can't even believe that happened. Thank god for Cymbalta.|losfamgeles  exactly       college     anxious   situations   throat  actually close    genuinely     words  sometimes    believe  happened thank god  cymbalta
494|I ate your fav pop tart without crying. Godbless cymbalta ❤️‍🔥| ate  fav pop tart  crying godbless cymbalta ❤️‍🔥
495|I found my holy grail cocktail of sleep. -My cymbalta-Natrol  sleep+calm gummies (melatonin and L-theanine)-toss a lil extra l-theanine in there with the Olly Goodbye stress gummiesIf this is dangerous, don't come for me. I'm not a doctor. I just wanna sleep.| found  holy grail cocktail  sleep  cymbaltanatrol  sleepcalm gummies melatonin  theaninetoss  lil extra theanine     olly goodbye stress gummiesif   dangerous        doctor   wanna sleep
496|So it's no secret that I'm on antidepressants. My sanity giver is Cymbalta. I'm also the worst at remembering to refill before I run out.|   secret    antidepressants  sanity giver  cymbalta    worst  remembering  refill   run 
497|I started my Cymbalta a few days ago and I felt awful, I don't think I should have entered but I'm glad to be here and see old friends. Makes me feelike crying and unable to focus, first time I wanted to dq but I didn't on principle.Hopefully it stabilizes for the Summer regional| started  cymbalta   days ago    awful       entered   glad       friends makes  feelike crying  unable  focus  time    dq     principlehopefully  stabilizes   summer regional
498|@joyport_ only thing curing my depression rn my cymbalta stopped working but this is fixing it|joyport   curing  depression rn  cymbalta stopped     fixing 
499|THIS. None of my doctors seem to be asking why, they're just giving me iron infusions. I'm going to pursue getting a  colonoscopy and general GI workup next. And a sleep study to see if it's contributing to the fatigue. Also suspecting my Cymbalta. https://t.co/zKf6UCRxkI| none   doctors        giving  iron infusions    pursue getting   colonoscopy   gi workup    sleep study     contributing   fatigue  suspecting  cymbalta httpscozkfucrxki
500|おはようございます。４月26日火曜日。。皆様、今日も無理せずテキトーに頑張りましょう。。サインバルタ60mg28錠https://t.co/oEH4d6ZwmA くすりエクスプレス商品 - うつ病・不安・不眠・あがり症・精神病|おはようございます。月日火曜日。。皆様、今日も無理せずテキトーに頑張りましょう。。サインバルタmg錠httpscooehdzwma くすりエクスプレス商品  うつ病・不安・不眠・あがり症・精神病
501|I forgot to take my morning dose of Cymbalta until just now. Is it wrong of me to be fascinated by the fact that I can FEEL that I missed the dose right now? Like I’m all “oh, so that’s what ‘brain zaps’ feel like.”Reminder, friends, take you meds. 💜| forgot    morning dose  cymbalta      wrong     fascinated       feel   missed  dose      oh    brain zaps feel reminder friends   meds 💜
502|If Lexapro nor Buspar helped me, why does my dr think I should try cymbalta? Smfh| lexapro  buspar helped     dr    try cymbalta smfh
